| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the woman in the image smiling? | Yes. |
| Yes/No | Is the dress floral? | Yes. |
| Yes/No | Are the woman's legs and thighs exposed? | Yes. |
| Yes/No | Is the dress short? | Yes. |
| Yes/No | Is the neckline of the dress high? | Yes. |
| Yes/No | Is the woman's hair black? | Yes. |
| What | What is the length of the dress? | Short. |
| What | What is the color of the woman's hair? | Black. |
| How | How is the woman holding up her dress? | With her hands. |
| How | How does the woman look into the camera? | Directly. |
