| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the person in the image wearing a black and white polka dot dress? | Yes. |
| Yes/No | Is the person in the image putting on a pair of beige stockings? | Yes. |
| Yes/No | Are the person's legs crossed in the image? | Yes. |
| Yes/No | Is the person holding the stockings with both hands? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| What | What is the person in the image wearing? | A black and white polka dot dress and beige stockings. |
| What | What is the person in the image doing? | Putting on a pair of beige stockings. |
| How | How are the person's legs positioned in the image? | Crossed. |
| How | How is the person holding the stockings? | With both hands. |
| Yes/No | Is the person in the image wearing a black and white polka dot dress? | Yes. |
| Yes/No | Are the person's legs crossed in the image? | Yes. |
| Yes/No | Is the person holding a pair of beige stockings in the image? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| What | What is the person in the image wearing on their legs? | Beige stockings. |
| What | What is the person in the image holding in their hands? | A pair of beige stockings. |
| How | How are the person's legs positioned in the image? | Crossed. |
| How | How is the person holding the stockings in the image? | With both hands. |
