| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the image a photograph? | Yes. |
| Yes/No | Do the women in the image have their faces visible? | No. |
| Yes/No | Are the women in the image wearing the same type of clothing? | Yes. |
| Yes/No | Is the atmosphere of the image ambiguous? | Yes. |
| Yes/No | Does the image create a sexual connotation? | Yes. |
| Yes/No | Are the women standing in a line? | Yes. |
| What | What is the primary color of the underwear worn by the women in the image? | Pink. |
| What | What is the color of the halter tops worn by the women in the image? | Yellow. |
| How | How are the women standing in relation to each other? | Side by side, with their backsides visible. |
