| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the woman in the image wearing stockings? | Yes. |
| Yes/No | Is the woman in the image wearing a bra? | Yes. |
| Yes/No | Is the woman in the image sitting on the floor in the first photo? | Yes. |
| Yes/No | Is the woman in the image lying on the floor in the second photo? | Yes. |
| Yes/No | Is the woman in the image standing in the third photo? | Yes. |
| Yes/No | Does the image contain explicit content? | No. |
| What | What is the color of the stockings and bra the woman is wearing? | Black. |
| How | How is the woman posed in the first photo? | Crossed legs. |
| How | How is the woman posed in the second photo? | Spread legs. |
