| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the woman in the image wearing a white t-shirt? | Yes. |
| Yes/No | Does the t-shirt have the letters "RUN" written on it? | Yes. |
| Yes/No | Is the woman standing with her left hand on her hip? | Yes. |
| Yes/No | Is her right hand resting on her thigh? | Yes. |
| Yes/No | Are the shorts she is wearing purple? | Yes. |
| Yes/No | Does the image have a sporty and sexy style? | Yes. |
| What | What color are the letters "RUN" written on the t-shirt? | Pink. |
| What | What color are the shorts the woman is wearing? | Purple. |
| How | How is the woman's left hand positioned in the image? | Resting on her hip. |
| How | How is her right hand positioned in the image? | Resting on her thigh. |
