| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the person in the image a woman? | Yes. |
| Yes/No | Does the woman have long black hair? | Yes. |
| Yes/No | Is the dress floral? | Yes. |
| Yes/No | Is the dress pink and white? | Yes. |
| Yes/No | Is the bra black lace? | Yes. |
| Yes/No | Is the woman taking off her dress? | Yes. |
| What | What is the woman holding her dress up with? | One hand. |
| What | What color is the bra? | Black. |
| How | How is the woman removing her dress? | She is holding it up with one hand. |
| What | What element does the plunging neckline of the dress add to the image? | It adds an element of allure to the image. |
