| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the person in the image wearing black strappy sandals? | Yes. |
| Yes/No | Are the sandals comfortable? | Yes. |
| Yes/No | Is the person's pose confident and poised? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| Yes/No | Does the person have a sense of self-assuredness? | Yes. |
| Yes/No | Are the sandals stylish? | Yes. |
| What | What color are the sandals? | Black. |
| What | What is the person's attire from the thighs down? | Naked. |
| How | How are the person's feet positioned? | Crossed. |
| How | How does the image make the viewer feel? | Seductive and captivating. |
