| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the couple in the image kissing? | Yes. |
| Yes/No | Are the man and woman standing close to each other? | Yes. |
| Yes/No | Is the woman's head resting on the man's shoulder? | Yes. |
| Yes/No | Is the man gently kissing the woman's cheek? | Yes. |
| Yes/No | Is the image intimate and affectionate? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| What | What is the man wearing in the image? | A black shirt. |
| What | What is the woman wearing in the image? | A white shirt. |
| How | How is the woman's head positioned in relation to the man's shoulder? | Resting. |
| How | How is the man kissing the woman's cheek? | Gently. |
