| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the man wearing a black shirt? | Yes. |
| Yes/No | Is the woman wearing a pink dress? | Yes. |
| Yes/No | Are the man and woman standing close to each other? | Yes. |
| Yes/No | Are the man's arms wrapped around the woman's waist? | Yes. |
| Yes/No | Is the woman looking up at the man? | Yes. |
| Yes/No | Are the man and woman kissing each other? | Yes. |
| What | What is the woman's dress color? | Pink. |
| What | What is the man's shirt color? | Black. |
| How | How is the woman looking at the man? | She is looking up at him. |
| How | How are the man and woman standing in relation to each other? | They are standing close to each other, with the man's arms wrapped around the woman's waist. |
