| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the man in the image shirtless? | Yes. |
| Yes/No | Is the man in the image performing a push-up? | Yes. |
| Yes/No | Is the weight bench black and silver? | Yes. |
| Yes/No | Is there a barbell on the right side of the weight bench? | Yes. |
| Yes/No | Are the man's muscles prominently displayed? | Yes. |
| Yes/No | Is the overall atmosphere of the image sexy? | Yes. |
| What | What is the man in the image wearing? | Black shorts. |
| What | What is the man in the image doing? | Performing a pushup. |
| How | How is the man's physique described in the image? | Muscular. |
| How | How is the atmosphere of the image described? | Sexy. |
