| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the man wearing a black jacket? | Yes. |
| Yes/No | Is the woman wearing a white coat? | Yes. |
| Yes/No | Are the man and woman kissing? | Yes. |
| Yes/No | Is the woman's head tilted to the side? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| Yes/No | Does the image suggest a strong emotional connection between the man and woman? | Yes. |
| What | What is the man wearing? | A black jacket. |
| What | What is the woman wearing? | A white coat. |
| How | How are the man and woman positioned in the image? | They are standing close to each other. |
| How | How does the woman's white coat contrast with the man's black jacket? | It adds visual interest to the scene. |
