| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the woman in the image smiling? | Yes. |
| Yes/No | Is the woman in the image looking directly at the camera? | Yes. |
| Yes/No | Does the woman in the image have blonde hair? | Yes. |
| Yes/No | Is the background of the image a pink floral pattern? | Yes. |
| Yes/No | Is the woman holding a pink gift box? | Yes. |
| Yes/No | Is the image a low exposure image? | Yes. |
| What | What is the woman in the image holding? | A pink gift box. |
| What | What is the color of the woman's dress? | Pink. |
| How | How is the woman dressed in the image? | She is wearing a pink feathered dress. |
| How | How would you describe the overall atmosphere of the image? | Innocent and cheerful. |
