| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the man wearing a black suit? | Yes. |
| Yes/No | Is the woman wearing a white dress? | Yes. |
| Yes/No | Are the man and woman kissing? | Yes. |
| Yes/No | Is the woman's head tilted to the side? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| Yes/No | Does the contrast between the man's black suit and the woman's white dress add to the visual appeal of the scene? | Yes. |
| What | What is the man wearing? | A black suit. |
| What | What is the woman wearing? | A white dress. |
| How | How are the man and woman standing? | Close to each other. |
| How | How is the woman's head tilted? | To the side. |
