| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the man in the image wearing a shirt? | No. |
| Yes/No | Is the man in the image standing on a beach? | Yes. |
| Yes/No | Is the man in the image looking directly at the camera? | No. |
| Yes/No | Are there any other people in the image? | No. |
| Yes/No | Is the man in the image wearing a swimsuit? | Yes. |
| Yes/No | Is the image in black and white? | No. |
| What | What is the man in the image wearing? | A black swimsuit. |
| What | What is the setting of the image? | A beach. |
| How | How is the man in the image standing? | He is standing with his feet shoulderwidth apart, looking to the side. |
| How | How is the image lit? | The image is lit with natural light, possibly with the sun setting in the background. |
