| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the person in the image wearing a strapless dress? | Yes. |
| Yes/No | Does the dress have a beaded bodice? | Yes. |
| Yes/No | Is the skirt of the dress sheer? | Yes. |
| Yes/No | Is the person facing away from the camera? | Yes. |
| Yes/No | Does the dress have a high neckline? | Yes. |
| Yes/No | Is the person's hair styled in loose waves? | Yes. |
| What | What is the color of the dress? | Pink. |
| What | What is the material of the skirt? | Sheer. |
| How | How is the person's hair styled? | Loose waves. |
| How | How much skin is exposed through the cutout in the back of the dress? | A significant amount. |
