| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the person in the image wearing black sweatpants? | Yes. |
| Yes/No | Does the person have a white logo on their left leg? | Yes. |
| Yes/No | Is the person wearing black sneakers? | Yes. |
| Yes/No | Do the sneakers have white laces? | Yes. |
| Yes/No | Are the person's arms relaxed at their sides? | Yes. |
| Yes/No | Are the person's legs slightly apart? | Yes. |
| What | What color are the sweatpants? | Black. |
| What | What color are the sneakers? | Black. |
| What | What is the overall atmosphere of the image? | Casual and neutral. |
