| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the woman in the image wearing a brown hoodie? | Yes. |
| Yes/No | Does the woman have dark hair? | Yes. |
| Yes/No | Is the image well-lit? | No. |
| Yes/No | Is the woman dressed in revealing clothing? | No. |
| Yes/No | Does the image contain explicit or suggestive content? | No. |
| Yes/No | Is the focus of the image on the woman's movements? | Yes. |
| What | What is the woman doing in the image? | Walking down the street. |
| What | What is the overall atmosphere of the image? | Not sexy. |
| How | How is the woman dressed in the image? | In a brown hoodie and dark hair. |
| How | How would you describe the exposure level of the image? | Low. |
