| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the woman in the image wearing a white t-shirt? | Yes. |
| Yes/No | Is the woman in the image wearing black denim shorts? | Yes. |
| Yes/No | Are the shorts high-waisted? | Yes. |
| Yes/No | Does the woman have a black purse in her left hand? | Yes. |
| Yes/No | Is the woman's right hand placed on her hip? | Yes. |
| Yes/No | Is the overall atmosphere of the image casual and relaxed? | Yes. |
| What | What is the woman holding in her left hand? | A black purse. |
| What | What is the color of the woman's t-shirt? | White. |
| How | How is the woman's right hand positioned in the image? | Resting on her hip. |
