| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the person in the image wearing black stockings? | Yes. |
| Yes/No | Are the stockings being put on? | Yes. |
| Yes/No | Is the person wearing black knee-high socks? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| What | What is the person putting on in the image? | Stockings. |
| What | What color are the stockings and socks in the image? | Black. |
| How | How are the stockings being put on in the image? | The person is bending their legs and pulling the stockings up. |
| What | What emotion or feeling does the image evoke? | Anticipation, desire, intimacy, vulnerability, and allure. |
| Yes/No | Is the person in the image wearing black stockings? | Yes. |
| Yes/No | Are the stockings being put on? | Yes. |
| Yes/No | Is the person wearing black knee-high socks? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| What | What is the person in the image putting on? | Stockings. |
| What | What color are the stockings and socks? | Black. |
| How | How are the stockings being put on? | The person is bending their legs and pulling the stockings up. |
| What | What emotion does the image evoke? | Anticipation, desire, intimacy, vulnerability, and allure. |
