| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the image a photograph? | Yes. |
| Yes/No | Are the women in the image kissing? | Yes. |
| Yes/No | Is the woman on the left wearing a white shirt? | Yes. |
| Yes/No | Is the woman on the right wearing a black shirt? | Yes. |
| Yes/No | Is the woman on the right wearing a headband? | Yes. |
| Yes/No | Is the image set against a white background? | Yes. |
| What | What is the woman on the left holding in her left hand? | The woman on the right's face. |
| What | What is the woman on the right biting? | The woman on the left's neck. |
| How | How is the woman on the left holding the woman on the right's face? | With her left hand. |
| How | How is the woman on the right biting the woman on the left's neck? | Passionately. |
