| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the man wearing a black shirt? | Yes. |
| Yes/No | Is the woman wearing a white top? | Yes. |
| Yes/No | Are the man and woman kissing passionately? | Yes. |
| Yes/No | Is the woman's head resting on the man's chest? | Yes. |
| Yes/No | Is the man's hand gently placed on the woman's face? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| What | What is the color of the man's shirt? | Black. |
| What | What is the color of the woman's top? | White. |
| How | How is the man's hand placed on the woman's face? | Gently. |
| How | How are the man and woman positioned on the bed? | They are lying down, with the woman's head resting on the man's chest. |
