| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the person in the image holding a blue plastic crate? | Yes. |
| Yes/No | Is the person wearing a gray sweatshirt? | Yes. |
| Yes/No | Are the person's jeans blue? | Yes. |
| Yes/No | Does the crate have a handle on the right side? | Yes. |
| Yes/No | Are there apples in the crate? | Yes. |
| Yes/No | Are there oranges in the crate? | Yes. |
| What | What is the person carrying in the crate? | Fruits and vegetables (apples, oranges, carrots). |
| What | What is the color of the person's sweatshirt? | Gray. |
| How | How is the person holding the crate? | With both hands. |
| What | What is the overall atmosphere of the image? | Casual and everyday. |
