| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the woman in the image wearing a strapless top? | Yes. |
| Yes/No | Is the woman's hair blue? | Yes. |
| Yes/No | Is the woman's left hand placed on her hip? | Yes. |
| Yes/No | Are the woman's pants black? | Yes. |
| Yes/No | Is the woman's right hand resting on her thigh? | Yes. |
| Yes/No | Is the backdrop of the image a black and white patterned wall? | Yes. |
| What | What is the color of the woman's hair? | Blue. |
| What | What is the woman wearing on her lower body? | Black pants. |
| How | How is the woman's left hand positioned in the image? | Placed on her hip. |
| How | How is the woman's right hand positioned in the image? | Resting on her thigh. |
