| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the woman in the image wearing a sports bra? | Yes. |
| Yes/No | Are her arms raised above her head? | Yes. |
| Yes/No | Is she wearing black leggings? | Yes. |
| Yes/No | Is the sports bra maroon? | Yes. |
| Yes/No | Does the sports bra have a criss-cross design on the back? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| What | What color are her sneakers? | White. |
| What | What is the color of the sports bra? | Maroon. |
| How | How is the woman posing in the image? | With her arms raised above her head and striking a pose. |
| How | How does the criss-cross design on the back of the sports bra expose her back? | It exposes a large area of her back. |
