| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the person in the image wearing a white sports bra? | Yes. |
| Yes/No | Are the leggings the person is wearing high-waisted? | Yes. |
| Yes/No | Does the sports bra have thin straps that expose a large area of the person's back? | Yes. |
| Yes/No | Is the atmosphere of the image sexy? | Yes. |
| Yes/No | Is the white color of the outfit associated with purity and innocence? | Yes. |
| What | Does the image invite the viewer to imagine what might be on the other side? | Yes. |
| What | What is the main focus of the image? | The person's back. |
| What | What color are the person's leggings and sports bra? | White. |
| How | How are the thin straps of the sports bra designed? | They are designed to expose a large area of the person's back. |
| How | How does the person's pose and the way they are facing away from the camera add to the allure of the image? | It invites the viewer to imagine what might be on the other side. |
