| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the woman in the image blowing up a balloon? | Yes. |
| Yes/No | Is the balloon white? | Yes. |
| Yes/No | Does the man on the balloon have a black drawing? | Yes. |
| Yes/No | Is the man on the balloon depicted in a position that mimics oral sex? | Yes. |
| Yes/No | Is the woman wearing a yellow shirt? | Yes. |
| Yes/No | Is the atmosphere of the image suggestive and provocative? | Yes. |
| What | What is the woman doing in the image? | Blowing up a balloon. |
| What | What is the man on the balloon doing? | Performing oral sex. |
| How | How is the woman holding the balloon? | With both hands. |
| How | How does the image create a sense of intimacy and suggestive interaction between the two figures? | The woman blowing up the balloon and the man's position on it create a sense of intimacy and suggestive interaction between the two figures. |
