| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the person in the image wearing a dress? | Yes. |
| Yes/No | Is the dress long? | Yes. |
| Yes/No | Does the dress reach down to the person's ankles? | Yes. |
| Yes/No | Are the person's arms relaxed at their sides? | Yes. |
| Yes/No | Are the person's legs slightly apart? | Yes. |
| Yes/No | Does the image contain any other objects or people? | No. |
| What | What is the color of the dress? | Dark green. |
| What | What is the fabric of the dress? | Soft, flowing. |
| How | How are the person's arms positioned? | Relaxed at their sides. |
| How | How are the person's legs positioned? | Slightly apart. |
