| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the woman in the image wearing a black shirt? | Yes. |
| Yes/No | Does the woman have gold stars on her shirt? | Yes. |
| Yes/No | Is the woman looking directly at the camera? | Yes. |
| Yes/No | Is the woman smiling? | Yes. |
| Yes/No | Are the woman's lips parted? | Yes. |
| Yes/No | Is the woman biting her lower lip? | Yes. |
| What | What color is the woman's shirt? | Black. |
| What | What is the woman's facial expression? | Slight smile. |
| How | How is the woman's body language? | Confident and alluring. |
| What | What does the woman's action of biting her lower lip suggest? | Mystery and intrigue. |
