| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the man in the image wearing a blue shirt? | Yes. |
| Yes/No | Is the woman in the image wearing a black skirt? | Yes. |
| Yes/No | Are both people in the image looking at their cell phones? | Yes. |
| Yes/No | Is the image revealing any explicit or suggestive content? | No. |
| Yes/No | Does the image contain any sexual content or suggestive behavior? | No. |
| Yes/No | Is the overall atmosphere of the image casual and everyday? | Yes. |
| What | What is the man in the image wearing? | Blue shirt and jeans. |
| What | What is the woman in the image wearing? | Black skirt and blue jacket. |
| How | How are both people in the image engaged? | They are both looking at their cell phones. |
| What | What is the exposure level of the image? | Low. |
