| Type of Question | Question | Answer |
| --- | --- | --- |
| Yes/No | Is the woman in the image wearing a bra? | Yes. |
| Yes/No | Is the woman in the process of putting on the bra? | Yes. |
| Yes/No | Does the image capture a private moment of intimacy? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| What | What is the color of the bra? | Beige. |
| What | What is the woman's facial expression? | Focused/concentrated. |
| How | How is the woman holding the straps of the bra? | With both hands, adjusting them. |
| How | How does the image make the viewer feel? | As if they are intruding on a private moment. |
| Yes/No | Is the woman in the image wearing a bra? | Yes. |
| Yes/No | Is the woman in the process of putting on the bra? | Yes. |
| Yes/No | Is the bra beige in color? | Yes. |
| Yes/No | Is the woman holding the straps of the bra with both hands? | Yes. |
| Yes/No | Is the image sexy? | Yes. |
| Yes/No | Does the image capture a private moment of intimacy? | Yes. |
| What | What is the woman doing in the image? | She is putting on a bra. |
| What | What color is the bra? | Beige. |
| How | How is the woman adjusting the straps of the bra? | She is holding them with both hands. |
| How | How does the image make the viewer feel? | It makes the viewer feel as if they are intruding on a private moment. |
